FCRLA	chr1	161706958	161714352
DDR2	chr1	162630863	162787405
RGS5	chr1	163111121	163321791
XCL2	chr1	168540768	168543997
XCL1	chr1	168576605	168582069
SELL	chr1	169690665	169712202
FASLG	chr1	172659102	172666876
TNFSF18	chr1	173039202	173050941
TNFSF4	chr1	173162645	173477583
ANGPTL1	chr1	178849535	178872204
ABL2	chr1	179099330	179229684
GLUL	chr1	182378098	182392206
PTGS2	chr1	186671791	186680922
RGS1	chr1	192575763	192580024
RGS2	chr1	192809039	192812275
PTPRC	chr1	198629900	198759346
CHI3L1	chr1	203178931	203186796
IL10	chr1	206767602	206774541
IL20	chr1	206865623	206869223
IL24	chr1	206897443	206904139
PIGR	chr1	206928522	206949367
CD55	chr1	207321514	207386804
CD34	chr1	207880972	207911402
ATF3	chr1	212565334	212620777
BATF3	chr1	212686417	212699840
CENPF	chr1	214603172	214664574
TGFB2	chr1	218345336	218444619
TLR5	chr1	223109339	223143318
LEFTY1	chr1	225886279	225911382
LEFTY2	chr1	225936598	225941383
PARP1	chr1	226360210	226408154
WNT9A	chr1	227918656	227947932
ARF1	chr1	228081841	228099212
NLRP3	chr1	247332331	247449668
APOB	chr2	21001429	21044073
DNMT3A	chr2	25227855	25342590
ADGRF3	chr2	26308173	26346817
NLRC4	chr2	32224453	32265770
CYP1B1	chr2	38066973	38109902
OXER1	chr2	42762499	42764135
CALM2	chr2	47160084	47176921
EPCAM	chr2	47345158	47387601
NRXN1	chr2	49918503	51225575
PROKR1	chr2	68643579	68658251
ANXA4	chr2	69643808	69827121
ACTG2	chr2	73892232	73919865
REG1A	chr2	79120362	79123409
GNLY	chr2	85685175	85698852
CD8A	chr2	86784610	86808396
CD8B	chr2	86815339	86861934
CYTOR	chr2	87454781	87636740
IGKC	chr2	88857161	88857683
DUSP2	chr2	96143166	96145440
IL1R2	chr2	101991824	102029018
IL1R1	chr2	102063933	102179874
IL1RL1	chr2	102311502	102352353
IL18R1	chr2	102311529	102398777
MERTK	chr2	111898607	112029561
IL1A	chr2	112773925	112784493
IL1B	chr2	112829751	112836816
IL36G	chr2	112973203	112985658
IL1RN	chr2	113099315	113134016
MARCO	chr2	118942172	118994664
INHBB	chr2	120346136	120351803
MZT2A	chr2	131464900	131492743
CXCR4	chr2	136114349	136119177
ACVR2A	chr2	147844378	147930826
TNFAIP6	chr2	151357592	151380046
ACVR1	chr2	157736249	157876347
LY75	chr2	159803355	159904756
PLA2R1	chr2	159932006	160062636
ITGB6	chr2	160099664	160271888
DPP4	chr2	161992244	162074394
GCG	chr2	162142882	162152404
IFIH1	chr2	162267074	162318684
G6PC2	chr2	168901291	168910000
ITGA6	chr2	172234216	172506459
ITGAV	chr2	186590010	186680901
COL3A1	chr2	188974371	189012746
COL5A2	chr2	189031898	189225312
SLC40A1	chr2	189560538	189583758
STAT1	chr2	190908460	191020960
STAT4	chr2	191029570	191178435
CFLAR	chr2	201116154	201176687
CASP8	chr2	201233443	201361836
FZD7	chr2	202033855	202038441
BMPR2	chr2	202376327	202567751
CD28	chr2	203706517	203739756
CTLA4	chr2	203853888	203873965
ICOS	chr2	203936763	203961577
FZD5	chr2	207762598	207769914
FN1	chr2	215360440	215436120
IGFBP5	chr2	216672105	216695549
CXCR2	chr2	218125289	218137251
CXCR1	chr2	218162841	218166962
GPBAR1	chr2	218259496	218263861
INHA	chr2	219569162	219575711
EPHA4	chr2	221418027	221574202
CCL20	chr2	227805739	227817564
B3GNT7	chr2	231395671	231408799
NPPC	chr2	231921809	231926396
ACKR3	chr2	236567692	236582358
COL6A3	chr2	237324003	237414405
RAMP1	chr2	237858893	237912111
TWIST2	chr2	238848032	238910534
HDAC4	chr2	239048168	239401661
PDCD1	chr2	241849884	241858894
IL17RE	chr3	9902612	9916402
VHL	chr3	10141778	10153676
PPARG	chr3	12287368	12434574
RPL32	chr3	12834485	12841582
HDAC11	chr3	13479724	13506424
WNT7A	chr3	13816258	13880071
RARB	chr3	24687887	25597932
EOMES	chr3	27715949	27722711
TGFBR2	chr3	30606478	30694249
ITGA9	chr3	37452090	37823507
CX3CR1	chr3	39263495	39281735
CTNNB1	chr3	41194741	41260096
CXCR6	chr3	45940933	45948353
CCR1	chr3	46201711	46208378
CCR2	chr3	46353864	46360940
CCR5	chr3	46370946	46376206
CCRL2	chr3	46407144	46412997
LTF	chr3	46435645	46485234
CAMP	chr3	48223347	48225491
GPX1	chr3	49357174	49358605
MST1R	chr3	49886902	49906130
IL17RB	chr3	53845783	53866045
WNT5A	chr3	55465715	55490539
PROK2	chr3	71771655	71785206
EPHA3	chr3	89107522	89482437
COL8A1	chr3	99638426	99799226
ALCAM	chr3	105366706	105576909
CD47	chr3	108043091	108091862
TIGIT	chr3	114276913	114310288
CD80	chr3	119523898	119569324
CD86	chr3	122055362	122121139
CASR	chr3	122183668	122291629
ITGB5	chr3	124761948	124901418
ACKR4	chr3	132597270	132618967
RYK	chr3	134065303	134250929
ATR	chr3	142449007	142578781
CPB1	chr3	148791102	148860187
CPA3	chr3	148865296	148897203
TM4SF1	chr3	149369022	149377692
P2RY12	chr3	151336843	151384753
SUCNR1	chr3	151873643	151884619
RARRES1	chr3	158696892	158732798
IL12A	chr3	159988835	159996019
MECOM	chr3	169083499	169663775
TNFSF10	chr3	172505508	172523476
SOX2	chr3	181711925	181714436
LAMP3	chr3	183122200	183163839
EPHB3	chr3	184561776	184582408
ETV5	chr3	186046314	186110318
ADIPOQ	chr3	186842704	186858463
ST6GAL1	chr3	186930325	187078932
SST	chr3	187668912	187670394
IL1RAP	chr3	190514051	190659750
FGF12	chr3	192139390	192767764
APOD	chr3	195568705	195584033
FGFR3	chr4	1793286	1808873
HTT	chr4	3041363	3243957
S100P	chr4	6693878	6697170
BST1	chr4	15703000	15775614
CD38	chr4	15778275	15853232
ADGRA3	chr4	22345071	22516089
RBPJ	chr4	26163455	26435131
TLR1	chr4	38787555	38856817
TXK	chr4	48063158	48134250
PDGFRA	chr4	54229130	54298246
KIT	chr4	54657267	54740783
KDR	chr4	55078476	55125595
CLOCK	chr4	55427903	55547491
IGFBP7	chr4	57030766	57110690
JCHAIN	chr4	70655541	70681817
GC	chr4	71735436	71805527
CXCL8	chr4	73740519	73747379
CXCL6	chr4	73836640	73849064
CXCL1	chr4	73869392	73871308
PF4	chr4	73980811	73982027
PPBP	chr4	73985966	73988276
CXCL5	chr4	73995642	73998677
CXCL3	chr4	74036589	74038807
CXCL2	chr4	74097040	74099196
AREG	chr4	74444999	74455005
CXCL9	chr4	76001275	76007509
CXCL10	chr4	76021118	76023497
BMP3	chr4	81030632	81057627
PLAC8	chr4	83059493	83137075
SPARCL1	chr4	87473329	87531118
SPP1	chr4	87975667	87983532
HPGDS	chr4	94298507	94342876
H2AZ1	chr4	99948069	99950367
NFKB1	chr4	102500937	102617302
RPL34	chr4	108620508	108632886
EGF	chr4	109912883	110013766
QRFPR	chr4	121328595	121381059
IL2	chr4	122451470	122456725
FGF2	chr4	122826682	122898236
UCP1	chr4	140559431	140569001
IL15	chr4	141636237	141735276
TLR2	chr4	153684050	153708537
FGG	chr4	154604134	154612967
PDGFC	chr4	156760454	156971799
HMGB2	chr4	173331376	173334456
VEGFC	chr4	176683538	176792922
CASP3	chr4	184627695	184650418
TLR3	chr4	186068911	186088073
NPR3	chr5	32689070	32791724
IL7R	chr5	35852695	35879603
GDNF	chr5	37812677	37840041
LIFR	chr5	38474668	38608354
OSMR	chr5	38845852	38945596
FYB1	chr5	39105252	39274528
RPL37	chr5	40825262	40835269
SELENOP	chr5	42799880	42887392
CCL28	chr5	43376645	43412391
ITGA1	chr5	52787916	52959209
ITGA2	chr5	52989320	53094779
GZMK	chr5	55024256	55034570
GZMA	chr5	55102646	55110252
IL6ST	chr5	55935095	55995022
ATG10	chr5	81971615	82276857
VCAN	chr5	83471618	83582303
ADGRV1	chr5	90529344	91164437
EFNA5	chr5	107376894	107670937
TSLP	chr5	111070062	111078026
ATG12	chr5	115828200	115841837
CSF2	chr5	132073789	132076170
GDF9	chr5	132861181	132866884
CXCL14	chr5	135570679	135579279
MZB1	chr5	139387467	139390081
CYSTM1	chr5	140175072	140282052
CD14	chr5	140631728	140633700
HDAC3	chr5	141620778	141636867
SPRY4	chr5	142310420	142326455
FGF1	chr5	142592166	142698070
NR3C1	chr5	143277931	143435512
SPINK1	chr5	147824572	147831671
IL17B	chr5	149371324	149404202
CSF1R	chr5	150053291	150113372
PDGFRB	chr5	150113839	150158260
CD74	chr5	150401637	150412969
GPX3	chr5	151020591	151028988
HAVCR2	chr5	157085422	157142869
ITK	chr5	157142933	157255185
IL12B	chr5	159314780	159330863
PTTG1	chr5	160421816	160428748
FGF18	chr5	171419645	171457626
DUSP1	chr5	172766992	172771198
SQSTM1	chr5	179806398	179838078
SCGB3A1	chr5	180590105	180591499
IRF4	chr6	391739	411443
BMP6	chr6	7726049	7881728
CD83	chr6	14117256	14140682
SOX4	chr6	21593751	21598619
H4C3	chr6	26103933	26104337
HLA-A	chr6	29941260	29949572
HLA-E	chr6	30489503	30494205
TUBB	chr6	30717435	30725538
IER3	chr6	30743199	30744550
DDR1	chr6	30876421	30900978
POU5F1	chr6	31164337	31180731
HLA-C	chr6	31268749	31272130
HLA-B	chr6	31353867	31367067
TNF	chr6	31575565	31578336
LTB	chr6	31580525	31582522
HSPA1A	chr6	31815543	31817994
HSPA1B	chr6	31827738	31830254
HLA-DRA	chr6	32439872	32445047
HLA-DRB5	chr6	32517345	32530369
HLA-DRB1	chr6	32577902	32589848
HLA-DQA1	chr6	32628179	32647062
HLA-DQB1	chr6	32659467	32668383
TAP2	chr6	32821833	32838784
TAP1	chr6	32845206	32854018
HLA-DPA1	chr6	33064569	33080781
HLA-DPB1	chr6	33073786	33089696
RXRB	chr6	33193588	33200666
PPARD	chr6	35342530	35428193
MAPK14	chr6	36027738	36122511
MAPK13	chr6	36127809	36144524
CDKN1A	chr6	36676441	36687397
TFEB	chr6	41683978	41736259
VEGFA	chr6	43770184	43786487
HSP90AB1	chr6	44245808	44253888
ADGRF5	chr6	46852310	46956392
ADGRF1	chr6	46997708	47042350
TNFRSF21	chr6	47231532	47309947
ADGRF4	chr6	47685864	47722021
IL17A	chr6	52186375	52190638
BMP5	chr6	55753653	55875595
COL21A1	chr6	56056590	56394094
DST	chr6	56457987	56954830
ADGRB3	chr6	68635282	69390571
COL9A1	chr6	70216040	70303084
COL12A1	chr6	75084326	75206267
EPHA7	chr6	93240020	93419687
ATG5	chr6	106045423	106326477
CD24	chr6	106969831	106975627
CD164	chr6	109366514	109382469
FYN	chr6	111660332	111873475
RSPO3	chr6	127118663	127199481
ARG1	chr6	131470832	131584332
AHI1	chr6	135283407	135498434
IL20RA	chr6	136999971	137045180
IFNGR1	chr6	137197483	137219449
ADGRG6	chr6	142301854	142446266
ESR1	chr6	151651284	152129619
EZR	chr6	158765741	158819413
SOD2	chr6	159669069	159762529
IGF2R	chr6	159969082	160113507
THBS2	chr6	169215780	169254060
DLL1	chr6	170282202	170306565
PDGFA	chr7	497258	520695
GPER1	chr7	1082208	1094511
RAC1	chr7	6374098	6403998
SOSTDC1	chr7	16461481	16530580
AGR2	chr7	16791387	16833433
AHR	chr7	16916359	17346152
TWIST1	chr7	19020991	19117636
ITGB8	chr7	20330609	20415754
IL6	chr7	22725884	22732002
GPNMB	chr7	23235967	23275108
INHBA	chr7	41667168	41705834
RAMP3	chr7	45157648	45188665
IGFBP3	chr7	45912245	45921874
DDC	chr7	50458436	50565468
SEC61G	chr7	54752180	54759974
EGFR	chr7	55018820	55211628
CLDN4	chr7	73799542	73832690
CCL26	chr7	75769533	75789896
HSPB1	chr7	76302673	76305813
CD36	chr7	80369532	80679277
HGF	chr7	81699010	81770438
FZD1	chr7	91264433	91271326
COL1A2	chr7	94394820	94431227
AZGP1	chr7	99966720	99976066
EPHB4	chr7	100802563	100827555
CAV1	chr7	116524994	116561179
MET	chr7	116672051	116798386
WNT2	chr7	117275451	117323152
LEP	chr7	128241278	128257629
HILPDA	chr7	128455829	128458423
SMO	chr7	129188511	129213546
CALD1	chr7	134744252	134970729
CLEC5A	chr7	141927357	141947007
PRSS2	chr7	142760398	142774564
EPHB6	chr7	142854930	142871094
EZH2	chr7	148807257	148884330
RARRES2	chr7	150338314	150342144
ANGPT2	chr8	6499632	6563409
BMP1	chr8	22165140	22212326
TNFRSF10B	chr8	23020133	23069071
TNFRSF10D	chr8	23135588	23164027
TNFRSF10A	chr8	23190452	23225121
CLU	chr8	27596917	27615056
PNOC	chr8	28316986	28343355
FZD3	chr8	28494205	28574267
DUSP4	chr8	29333064	29350684
NRG1	chr8	31639222	32855666
ADGRA2	chr8	37784191	37844896
FGFR1	chr8	38400215	38468834
IDO1	chr8	39902275	39928790
SNAI2	chr8	48917598	48921740
LYN	chr8	55879825	56014169
TOX	chr8	58805412	59119279
IL7	chr8	78675743	78805523
FABP5	chr8	81280535	81284777
FABP4	chr8	81477651	81483239
MMP16	chr8	88032011	88328025
CALB1	chr8	90058608	90095475
GDF6	chr8	96142333	96160806
FZD6	chr8	103298433	103332866
ANGPT1	chr8	107249482	107498055
RSPO2	chr8	107899316	108083790
TNFRSF11B	chr8	118923557	118952055
COL14A1	chr8	120059780	120373573
MYC	chr8	127735434	127742951
NDRG1	chr8	133237175	133302022
PTK2	chr8	140657900	141002216
PSCA	chr8	142670308	142682725
LY6D	chr8	142784882	142786539
JAK2	chr9	4984390	5129948
CD274	chr9	5450503	5470566
PDCD1LG2	chr9	5510491	5571282
IL33	chr9	6215136	6257983
IFNB1	chr9	21077104	21077942
IFNA1	chr9	21440439	21441316
TEK	chr9	27109030	27232092
AQP3	chr9	33441156	33447596
CNTFR	chr9	34551423	34593478
IL11RA	chr9	34651582	34661902
CCL19	chr9	34689570	34691276
CCL21	chr9	34709005	34710167
TPM2	chr9	35681992	35690056
NPR2	chr9	35791003	35809732
ANXA1	chr9	73148874	73170629
NTRK2	chr9	84668375	85095751
SYK	chr9	90801579	90898549
COL15A1	chr9	98942680	99070797
TGFBR1	chr9	99104038	99154192
COL27A1	chr9	114155537	114312511
TNFSF15	chr9	114784652	114806039
TNFSF8	chr9	114893343	114930595
TLR4	chr9	117704175	117724735
GSN	chr9	121201324	121334721
PTGS1	chr9	122370530	122395705
ENG	chr9	127811130	127855232
PTGES2	chr9	128120693	128128462
LCN2	chr9	128149071	128153453
PTGES	chr9	129738331	129753042
ABL1	chr9	130713043	130887675
RXRA	chr9	134317098	134440585
COL5A1	chr9	134641803	134844843
NOTCH1	chr9	136494433	136546048
PTGDS	chr9	136975053	136981750
TUBB4B	chr9	137241287	137243707
IL15RA	chr10	5943639	5978187
IL2RA	chr10	6010689	6062370
GATA3	chr10	8045315	8075198
VIM	chr10	17228241	17237593
MRC1	chr10	17809014	17911164
ITGB1	chr10	32887273	33005792
FZD8	chr10	35638247	35642296
CXCL12	chr10	44370165	44386493
MSMB	chr10	46033307	46048180
GDF10	chr10	47300171	47313577
SRGN	chr10	69088103	69104811
PRF1	chr10	70596401	70602759
VSIR	chr10	71747556	71773608
PSAP	chr10	71816289	71851330
SPOCK2	chr10	72059034	72089032
BMPR1A	chr10	86755763	86932825
ADIRF	chr10	86968432	87007922
GLUD1	chr10	87050202	87095049
ACTA2	chr10	88934822	88991339
FAS	chr10	88953813	89029605
IFIT1	chr10	89392546	89406487
FFAR4	chr10	93566665	93604480
ENTPD1	chr10	95711779	95877266
DNTT	chr10	96304409	96338564
COL17A1	chr10	104030753	104086225
DUSP5	chr10	110497907	110511541
BAG3	chr10	119650879	119677913
FGFR2	chr10	121478332	121598458
DMBT1	chr10	122560643	122643740
CUZD1	chr10	122832158	122846175
MKI67	chr10	128096659	128126448
IFITM1	chr11	310041	315273
IFITM3	chr11	319675	329475
SIGIRR	chr11	405711	417473
IGF2	chr11	2129112	2158391
INS	chr11	2159779	2161221
CD81	chr11	2376166	2397802
PHLDA2	chr11	2928273	2929420
HBB	chr11	5225464	5229395
NRIP3	chr11	8965682	9005288
SAA2	chr11	18239223	18248668
SAA1	chr11	18266260	18269977
CD59	chr11	33703010	33736639
CD44	chr11	35138882	35232402
C11orf96	chr11	43942637	43943878
NR1H3	chr11	47248300	47269070
MS4A4A	chr11	60185657	60318080
MS4A1	chr11	60455752	60470752
PTGDR2	chr11	60850933	60855950
BEST1	chr11	61950063	61965515
VEGFB	chr11	64234521	64239264
NEAT1	chr11	65422774	65445540
MALAT1	chr11	65497606	65508073
RELA	chr11	65653599	65663090
CTSW	chr11	65879809	65883741
CLCF1	chr11	67364168	67374177
PTPRCAP	chr11	67435510	67437682
GSTP1	chr11	67583658	67586659
CCND1	chr11	69641143	69654474
RELT	chr11	73376325	73397474
SERPINH1	chr11	75561564	75572787
WNT11	chr11	76186325	76210761
FZD4	chr11	86945679	86955395
MAML2	chr11	95976598	96343195
PGR	chr11	101029624	101129813
MMP7	chr11	102520508	102530853
MMP8	chr11	102711796	102727050
MMP10	chr11	102770502	102780628
MMP1	chr11	102789401	102798160
MMP3	chr11	102835801	102843609
MMP12	chr11	102862736	102874982
PDGFD	chr11	103907189	104164379
ATM	chr11	108222804	108369102
CRYAB	chr11	111908564	111923722
IL18	chr11	112143251	112164106
APOA1	chr11	116835750	116838203
TAGLN	chr11	117197509	117207464
IL10RA	chr11	117986370	118003037
CD3E	chr11	118304730	118316175
CD3D	chr11	118334537	118342705
CD3G	chr11	118344344	118355161
CXCR5	chr11	118883892	118897787
ESAM	chr11	124752583	124762315
CHEK1	chr11	125625163	125676255
ETS1	chr11	128458761	128587606
WNT5B	chr12	1529854	1647243
VWF	chr12	5948877	6124770
CD9	chr12	6199715	6238271
TNFRSF1A	chr12	6328757	6342114
LTBR	chr12	6375045	6391571
CD27	chr12	6444941	6451718
LPAR5	chr12	6618835	6636444
LAG3	chr12	6772360	6778455
CD4	chr12	6786858	6820807
CD163	chr12	7470811	7503910
GDF3	chr12	7689784	7695775
NANOG	chr12	7787794	7799146
CLEC4A	chr12	8123617	8138607
CLEC4D	chr12	8509475	8522366
CLEC4E	chr12	8533305	8540905
KLRB1	chr12	9594551	9607916
CLEC2D	chr12	9664969	9699553
CD69	chr12	9752486	9760901
CLEC2B	chr12	9852369	9870635
CLEC12A	chr12	9951316	9995694
CLEC1A	chr12	10069554	10111627
CLEC7A	chr12	10116777	10130258
OLR1	chr12	10158301	10172138
KLRK1	chr12	10372353	10391874
LINC02446	chr12	10553328	10575700
YBX3	chr12	10699077	10723388
MGP	chr12	14880864	14887639
ARHGDIB	chr12	14942015	14961985
IAPP	chr12	21354959	21379980
KRAS	chr12	25205246	25250936
PTHLH	chr12	27958084	27972755
FKBP11	chr12	48921518	48926474
WNT10B	chr12	48965340	48971735
ACVRL1	chr12	51906908	51923361
ACVR1B	chr12	51951679	51997082
KRT80	chr12	52168996	52192014
KRT7	chr12	52232520	52252186
KRT86	chr12	52249300	52309163
KRT6B	chr12	52446651	52452146
KRT6C	chr12	52468516	52473805
KRT6A	chr12	52487176	52493257
KRT5	chr12	52514575	52520530
KRT1	chr12	52674736	52680407
KRT4	chr12	52806549	52814116
KRT8	chr12	52897182	52949954
KRT18	chr12	52945688	52952911
IGFBP6	chr12	53097436	53102345
RARG	chr12	53210566	53232980
ITGA5	chr12	54395261	54419266
CD63	chr12	55723511	55730023
MMP19	chr12	55835433	55842968
ERBB3	chr12	56076799	56103505
IL23A	chr12	56334174	56340410
PTGES3	chr12	56663338	56688408
STAT6	chr12	57095404	57132139
DDIT3	chr12	57516588	57521737
WIF1	chr12	65050626	65121548
IFNG	chr12	68154768	68159740
LYZ	chr12	69348381	69354234
KITLG	chr12	88492789	88580851
DUSP6	chr12	89347235	89352501
LUM	chr12	91102629	91111512
DCN	chr12	91140484	91183217
BTG1	chr12	92140278	92145846
NR1H4	chr12	100473708	100564414
IGF1	chr12	102395874	102481744
HSP90B1	chr12	103930107	103953931
CMKLR1	chr12	108288044	108339317
SELPLG	chr12	108620413	108633894
OAS1	chr12	112905856	112933219
OAS3	chr12	112938051	112976460
OAS2	chr12	112978395	113011723
OASL	chr12	121017763	121039246
HCAR2	chr12	122701293	122703357
HCAR3	chr12	122714756	122716811
ADGRD1	chr12	130953055	131142466
IL17D	chr13	20702127	20723099
FGF9	chr13	21671073	21704498
TNFRSF19	chr13	23570370	23676104
RPL21	chr13	27251283	27259609
FLT1	chr13	28300346	28495145
RGCC	chr13	41457532	41470877
TSC22D1	chr13	44432143	44577316
RB1	chr13	48303735	48599436
OLFM4	chr13	53028813	53052057
SPRY2	chr13	80335518	80342983
OXGR1	chr13	96985713	96994730
GPR183	chr13	99294273	99307474
EFNB2	chr13	106489745	106535662
TNFSF13B	chr13	108251240	108308484
COL4A1	chr13	110148963	110307202
COL4A2	chr13	110305812	110513209
GAS6	chr13	113820468	113864123
MMP14	chr14	22836532	22849041
DHRS2	chr14	23630115	23645639
CTSG	chr14	24573518	24576250
GZMH	chr14	24606480	24609821
GZMB	chr14	24630954	24634267
NFKBIA	chr14	35401079	35404749
CLEC14A	chr14	38254000	38256093
SEC23A	chr14	39031918	39109646
BMP4	chr14	53949736	53958761
CDKN3	chr14	54396849	54420218
LGALS3	chr14	55121352	55148022
HIF1A	chr14	61695456	61748263
PGF	chr14	74941830	74955626
FOS	chr14	75278826	75283190
TGFB3	chr14	75958097	75983026
NRXN3	chr14	78170373	79868291
CALM1	chr14	90396502	90408268
CHGA	chr14	92922630	92935293
IFI27	chr14	94104836	94116700
SERPINA1	chr14	94376745	94390866
SERPINA3	chr14	94612377	94624645
TCL1A	chr14	95709947	95714196
MEG3	chr14	100779206	100861031
HSP90AA1	chr14	102080738	102139699
AKT1	chr14	104769348	104799934
CRIP1	chr14	105484603	105488947
IGHG2	chr14	105639559	105644790
IGHA1	chr14	105703995	105708665
IGHG1	chr14	105736343	105743071
IGHD	chr14	105836765	105845677
IGHM	chr14	105851705	105856218
SCG5	chr15	32641385	32697098
THBS1	chr15	39580130	39599466
RAD51	chr15	40694774	40732344
B2M	chr15	44711253	44718851
FGF7	chr15	49423170	49488775
CYP19A1	chr15	51208057	51338601
ANXA2	chr15	60347134	60402883
RORA	chr15	60488284	61229302
TPM1	chr15	63042481	63071915
SMAD3	chr15	67063763	67195173
CD276	chr15	73683966	73714518
CSK	chr15	74782055	74803198
NRG4	chr15	75935969	76059795
IL16	chr15	81159575	81314058
FES	chr15	90883695	90896213
IGF1R	chr15	98648539	98964530
HBA1	chr16	176680	177522
TPSB2	chr16	1227272	1233725
TPSAB1	chr16	1239266	1242555
TNFRSF12A	chr16	3018445	3022385
IL32	chr16	3064301	3082192
CIITA	chr16	10866222	10943021
TNFRSF17	chr16	11965210	11968068
MYH11	chr16	15703135	15858438
IL4R	chr16	27313462	27364811
CD19	chr16	28931965	28939342
ITGAL	chr16	30472658	30523567
ITGAM	chr16	31259967	31332892
ITGAX	chr16	31355134	31382999
NOD2	chr16	50693217	50733348
MMP2	chr16	55389700	55506691
MT2A	chr16	56608584	56609497
MT1X	chr16	56682468	56684196
NLRC5	chr16	56989485	57084238
CX3CL1	chr16	57372477	57385044
ADGRG5	chr16	57542643	57591681
ADGRG1	chr16	57610652	57665580
ADGRG3	chr16	57668277	57689378
CDH11	chr16	64943753	65126112
CDH5	chr16	66366636	66404784
CDH1	chr16	68737292	68835540
IL34	chr16	70579878	70661556
MAF	chr16	79585843	79600737
HSD17B2	chr16	82034988	82098534
COTL1	chr16	84565596	84618078
FOXF1	chr16	86510527	86515422
MAP1LC3B	chr16	87383953	87405090
P2RX5	chr17	3672199	3696398
ITGAE	chr17	3714628	3801193
CXCL16	chr17	4733533	4739934
NLRP1	chr17	5499415	5619424
CLEC10A	chr17	7074537	7081166
SLC2A4	chr17	7281667	7289241
EIF5A	chr17	7306944	7312466
TNFSF12	chr17	7548508	7557890
CD68	chr17	7579380	7582112
TP53	chr17	7661779	7687546
EFNB3	chr17	7705202	7711372
TNFRSF13B	chr17	16929816	16972118
SREBF1	chr17	17810399	17837030
LGALS9	chr17	27629798	27649561
VTN	chr17	28367265	28373091
CCL2	chr17	34255274	34257208
CCL7	chr17	34270221	34272242
CCL11	chr17	34285742	34288334
CCL8	chr17	34319435	34321402
CCL13	chr17	34356480	34358610
CCL5	chr17	35871491	35880793
CCL15	chr17	35996440	36001553
CCL23	chr17	36013056	36017972
CCL18	chr17	36064272	36072032
CCL3	chr17	36088256	36090169
CCL4	chr17	36103827	36105621
CCL3L3	chr17	36194869	36196758
CCL4L2	chr17	36210924	36212878
ERBB2	chr17	39687914	39730426
CSF3	chr17	40015361	40017816
RARA	chr17	40309180	40357643
TOP2A	chr17	40388525	40417896
CCR7	chr17	40551081	40565472
KRT24	chr17	40697991	40703752
KRT10	chr17	40818117	40822614
KRT20	chr17	40874934	40885243
KRT23	chr17	40922700	40937646
KRT13	chr17	41500981	41505705
KRT15	chr17	41513745	41522529
KRT19	chr17	41523613	41528308
KRT14	chr17	41582279	41586895
KRT16	chr17	41609778	41615899
KRT17	chr17	41619437	41624842
STAT5B	chr17	42199176	42288633
STAT5A	chr17	42287547	42311943
STAT3	chr17	42313324	42388568
CCR10	chr17	42678889	42683917
RAMP2	chr17	42758447	42763041
BECN1	chr17	42809870	42833350
BRCA1	chr17	43044292	43170245
ETV4	chr17	43527842	43579620
HDAC5	chr17	44076746	44123702
WNT3	chr17	46762506	46833154
TBX21	chr17	47733236	47746126
NGFR	chr17	49495293	49515008
